#,"How old are you?","What's your gender?",Other,"Which country are you a citizen of?","Which country do you currently live in?","About how many people live in your city?","Are you an ethnic minority in your country?","Which language do you you speak at home with your family?","What's the highest degree or level of school you have completed?","What was the main subject you studied in university?","What's your marital status?","Do you financially support any dependents?","Do you have children?","How many children do you have?","Do you financially support any elderly relatives or relatives with disabilities?","Do you have any debt?","Do you have a home mortgage?","About how much do you owe on your home mortgage (in US Dollars)?","Do you have student loan debt?","About how much do you owe in student loans (in US Dollars)?","Regarding employment status, are you currently...",Other,"Which field do you work in?",Other,"About how much money did you make last year (in US dollars)?","About how many minutes does it take you to get to work each day?","Do you consider yourself under-employed?","Have you served in your country's military before?","Do you receive disability benefits from your government?","Do you have high speed internet at your home?",already_working,jobs_interested_in,want_employment_type,expected_earnings,home_or_remote,will_relocate,attended_event_types,learning_resources,hours_learning_week,months_learning,attend_bootcamp,which_bootcamp,finished_bootcamp,loan_for_bootcamp,recommend_bootcamp,total_spent_learning,podcast,how_soon_jobhunt,youtube,"Start Date (UTC)","Submit Date (UTC)","Network ID"
ceed49e73b41cacb85ec315419a09d54,22,male,,India,India,"less than 100,000",0,Gujarati,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,0,"I work from home",0,0,0,0,No,,"freelance ",,,,,"Pluralsight / Code School, freeCodeCamp, Udemy, Udacity, The Odin Project, Stack Overflow, CSS Tricks, Treehouse, HackerRank, Mozilla Developer Network (MDN), Skillcrush, EdX, Egghead.io, Khan Academy, Codecademy, Code Wars, Coursera",42,1,No,,,,,0,,,"Coding Train (Coding Rainbow), DevTips, Computerphile, LevelUpTuts, Mozilla Hacks, Engineered Truth, Coding Tutorials 360, Google Developers, Simplilearn, MIT Open Courseware, freeCodeCamp, LearnCode.Academy, Derek Banas, funfunfunction, The New Boston, CodeCourse","2017-03-09 03:05:46","2017-03-09 03:09:58",6fdb20df66
a861022a1cae06824ccf679aa91c84d2,21,male,,India,India,"more than 1 million",0,Hindi,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,,"Doing a paid internship",,,,,,0,0,1,No,"Data Engineer,   Mobile Developer,   Front-End Web Developer, Back-End Web Developer, Game Developer","work for a multinational corporation",20000,"in an office with other developers",Yes,hackathons,"HackerRank, Stack Overflow",60,60,No,,,,,0,,"Within the next 6 months","LevelUpTuts, The New Boston, MIT Open Courseware","2017-03-09 03:15:14","2017-03-09 03:17:25",3f58896034
66cc677fdb90095aa7250cca8c1a0e14,22,male,,India,India,"between 100,000 and 1 million",0,Tamil,"some college credit, no degree",,"single, never married",1,0,,0,0,,,,,"Not working but looking for work",,,,,,,0,0,0,No,,"freelance ",,,,hackathons,"Coursera, Lynda.com, Udacity, Udemy",6,9,No,,,,,0,"Ruby Rogues, JavaScript Air, JavaScript Jabber, Software Engineering Daily",,"Coding Train (Coding Rainbow), Google Developers, Coding Tutorials 360, LearnCode.Academy, Engineered Truth, funfunfunction, The New Boston","2017-03-09 03:18:15","2017-03-09 03:20:01",e17775303c
692eb8b2be8a515e8b1550f7b196036a,37,male,,Australia,Kyrgyzstan,"between 100,000 and 1 million",0,English,"master's degree (non-professional)","Computer Hardware Engineering","single, never married",0,,,,0,,,,,"Self-employed business owner",,"software development and IT",,180000,"Less than 15 minutes",0,0,0,1,Yes,,,,,,,"Stack Overflow",8,200,No,,,,,0,"Scott Hanselman",,,"2017-03-09 03:17:33","2017-03-09 03:20:19",c99712dbe2
0964e450b771d3d347290fc48a87b853,25,male,,India,India,"more than 1 million",0,Kannada,"bachelor's degree","Computer Science","single, never married",1,0,,1,1,1,3000,1,2200,"Employed for wages",,"software development and IT",,7500,"Less than 15 minutes",0,0,0,0,Yes,,,,,,workshops,"Pluralsight / Code School, freeCodeCamp, Udemy, Mozilla Developer Network (MDN), Stack Overflow, Coursera, W3Schools",20,36,No,,,,,0,"JavaScript Jabber",,"Google Developers","2017-03-09 03:20:15","2017-03-09 03:24:20",c21c08200d
b33fb1d6ac68997f9663ed8d1a5b0e1b,29,male,,India,"United States of America","more than 1 million",0,Telugu,"master's degree (non-professional)","Industrial Engineering","single, never married",0,,,,1,0,,1,32000,"Employed for wages",,"software development and IT",,36000,"15 to 29 minutes",1,0,0,1,Yes,,,,,,"Meetup.com events, NodeSchool","Egghead.io, Mozilla Developer Network (MDN), Stack Overflow, W3Schools, Udacity, Codecademy, Udemy, freeCodeCamp",20,144,No,"Coded Kuwait",,,,5000,"JavaScript Air, JavaScript Jabber, The Web Ahead, CodePen Radio",,"MIT Open Courseware, LevelUpTuts, freeCodeCamp, Google Developers, Coding Tutorials 360, CodeCourse","2017-03-09 03:21:38","2017-03-09 03:25:15",198e63b6ec
3ffd9289bc7793c54c4c39364de39ad9,31,male,,"United States of America","United States of America","less than 100,000",0,English,"some college credit, no degree",,divorced,0,,,,1,0,,1,80000,"Employed for wages",,"food and beverage",,25000,"I work from home",1,0,0,1,No,"Full-Stack Web Developer,   User Experience Designer,   Product Manager","work for a multinational corporation",30000,"from home",,,"Codecademy, W3Schools, Stack Overflow, Mozilla Developer Network (MDN), freeCodeCamp",10,6,No,,,,,100,,"Within 7 to 12 months",freeCodeCamp,"2017-03-09 03:26:54","2017-03-09 03:28:45",fa68e9096e
35178adec296e314aaf866a3924e3cfe,22,male,,"New Zealand","New Zealand","between 100,000 and 1 million",1,Afrikaans,"bachelor's degree","Information Technology","single, never married",0,,,,1,0,,1,20000,,"Employed for salary",,,,,,0,0,1,Yes,,,,,,,"W3Schools, Pluralsight / Code School, Mozilla Developer Network (MDN), CSS Tricks, freeCodeCamp, Stack Overflow",5,24,No,,,,,0,,,"The New Boston, Computerphile","2017-03-09 03:16:18","2017-03-09 03:33:09",e19c3fb422
4e1952f86f94d8198358356a836cba98,30,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,,,"married or domestic partnership",1,1,2,0,1,0,,0,,"Self-employed freelancer",,"software development and IT",,19000,"I work from home",0,0,0,1,No,,"freelance ",,,,,"W3Schools, freeCodeCamp, Lynda.com, CSS Tricks, Codecademy, Mozilla Developer Network (MDN)",27,7,No,,,,,0,"Shop Talk Show",,"DevTips, LearnCode.Academy, freeCodeCamp","2017-03-09 03:33:10","2017-03-09 03:37:21",6a2d92e8bc
ba5566e9d40d8f39ad3321ca612a0336,16,male,,Brazil,Brazil,"more than 1 million",1,Portuguese,"trade, technical, or vocational training",,"single, never married",0,,,,0,,,,,"A stay-at-home parent or homemaker",,,,,,,0,0,1,No,,"start your own business",,,,"Virada Tecnológica - Brasil","Coursera, Khan Academy, Codecademy, W3Schools, Stack Overflow, freeCodeCamp, Mozilla Developer Network (MDN)",8,24,No,,,,,0,,,"DevTips, Google Developers, Computerphile","2017-03-09 03:37:39","2017-03-09 03:39:25",b43053dc7e
96b3b38bd9dfa36b1af3a0890ff40bb2,28,female,,"United States of America","United States of America","less than 100,000",1,English,"some college credit, no degree",,separated,1,1,2,0,1,0,,1,15000,"A stay-at-home parent or homemaker",,,,,,,0,0,1,No,"  Mobile Developer,   Front-End Web Developer, Full-Stack Web Developer, Back-End Web Developer,   User Experience Designer","work for a medium-sized company",65000,"in an office with other developers",Yes,"Women Who Code, freeCodeCamp study groups, Meetup.com events, workshops","Udacity, EdX, The Odin Project, CSS Tricks, Treehouse, Udemy, Mozilla Developer Network (MDN), Egghead.io, freeCodeCamp",20,6,No,,,,,300,"JavaScript Jabber","I'm already applying","Coding Train (Coding Rainbow), MIT Open Courseware, freeCodeCamp","2017-03-09 03:37:57","2017-03-09 03:39:56",c8e46c9772
425d91ff36b4082301f04cbb42e51812,20,male,,Canada,Canada,"more than 1 million",0,"Mandarin Chinese","bachelor's degree",Economics,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer","work for a multinational corporation",80000,"in an office with other developers",Yes,"freeCodeCamp study groups","Codecademy, freeCodeCamp, Udemy",7,2,No,,,,,100,,"more than 12 months from now","freeCodeCamp, LearnCode.Academy","2017-03-09 03:42:13","2017-03-09 03:43:14",4a00e6a05d
bedfa6c8aaff07b015f063a3c36646f9,20,male,,Nepal,Nepal,"more than 1 million",0,Nepali,"some high school",,"single, never married",0,,,,0,,,,,"Employed for wages",,education,,1000,"Less than 15 minutes",0,0,0,1,No,"Full-Stack Web Developer","work for a nonprofit",10000,"from home",,"freeCodeCamp study groups, Django Girls","Codecademy, freeCodeCamp, Stack Overflow, Mozilla Developer Network (MDN), Code Wars",10,24,No,,,,,100,,"Within the next 6 months",LevelUpTuts,"2017-03-09 03:46:50","2017-03-09 03:49:12",fd72235afe
47acb918b8a795f8b639bdc700d13147,38,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"some college credit, no degree",,"married or domestic partnership",1,1,3,0,1,0,,0,,"Employed for wages",,"health care",,,"Less than 15 minutes",1,0,0,1,No,"Full-Stack Web Developer,   Front-End Web Developer","work for a medium-sized company",65000,"in an office with other developers",No,,"The Odin Project, Codecademy, EdX, W3Schools, Udacity, Mozilla Developer Network (MDN), freeCodeCamp",22,5,No,,,,,120,"Software Engineering Daily","I haven't decided","DevTips, LevelUpTuts, LearnCode.Academy, freeCodeCamp","2017-03-09 03:47:24","2017-03-09 03:49:16",8fda6b5528
24646711e471c6c6c2484ac5077b6e19,31,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Computer and Information Studies","married or domestic partnership",1,1,1,0,1,0,,1,22000,"Employed for wages",,"software development and IT",,49000,"Less than 15 minutes",0,0,0,1,Yes,,,,,,"freeCodeCamp study groups, Meetup.com events","Codecademy, freeCodeCamp, Stack Overflow, Udemy, W3Schools, Microsoft Virtual Academy ",40,4,No,,,,,500,"Code Newbie",,,"2017-03-09 03:47:47","2017-03-09 03:51:39",2f1fcfd139
dcb99dc42fca0caa22480b1adc23b2a5,23,male,,Venezuela,Venezuela,"between 100,000 and 1 million",0,Spanish,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,500,"I work from home",1,0,0,0,Yes,,,,,,,"CSS Tricks, EdX, Udacity, freeCodeCamp, Udemy, Khan Academy, Egghead.io, Mozilla Developer Network (MDN), W3Schools, Stack Overflow, Coursera",8,16,No,,,,,150,"Code Newbie",,"LevelUpTuts, Coding Train (Coding Rainbow), CodeCourse, Google Developers, DevTips, LearnCode.Academy, freeCodeCamp, MIT Open Courseware, Mozilla Hacks","2017-03-09 03:49:46","2017-03-09 03:51:52",7ae0e3a539
d3ddd5423e614bde693e28d7596b67bf,,male,,India,,"more than 1 million",,,"bachelor's degree",,,,,,,,,,,,,,,,,,,,,1,Yes,,,,,,,"freeCodeCamp, W3Schools, Mozilla Developer Network (MDN), Stack Overflow, CSS Tricks",20,30,No,,,,,0,,,"The New Boston, LearnCode.Academy, Derek Banas","2017-03-09 03:50:49","2017-03-09 03:51:58",91c8e45e3f
1c9e3ae02b3057044d97a2c19d1e57f3,22,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Political Science","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,30000,"Less than 15 minutes",0,0,0,1,No,"  DevOps / SysAdmin,   Quality Assurance Engineer, Back-End Web Developer,   User Experience Designer, Full-Stack Web Developer,   Mobile Developer,   Front-End Web Developer","work for a medium-sized company",40000,"in an office with other developers",Yes,,"The Odin Project, W3Schools, EdX, freeCodeCamp, Stack Overflow",10,18,No,,,,,50,,"I haven't decided",freeCodeCamp,"2017-03-09 03:51:02","2017-03-09 03:52:16",5c7f3829f4
ae7d9a4b17c8687971ca1cd69ec88861,22,male,,Vietnam,Vietnam,"more than 1 million",0,Vietnamese,"bachelor's degree","Computer Science","single, never married",1,0,,1,0,,,,,"Employed for wages",,"software development and IT",,5400,"15 to 29 minutes",0,0,0,0,Yes,,,,,,"NodeSchool, freeCodeCamp study groups","Codecademy, Stack Overflow, Egghead.io, CSS Tricks, Mozilla Developer Network (MDN), medium",7,24,No,,,,,0,"Programming Throwdown, JavaScript Jabber, JavaScript Air, Talk Python To Me",,"Mozilla Hacks, Google Developers","2017-03-09 03:59:09","2017-03-09 04:03:34",a88cf5e9cc
f860dba99c52669f853489ba51d712a1,20,female,,Canada,Canada,"between 100,000 and 1 million",1,Vietnamese,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Game Developer, Full-Stack Web Developer,   Front-End Web Developer,   User Experience Designer","work for a medium-sized company",40,"in an office with other developers",No,workshops,"HackerRank, freeCodeCamp, Egghead.io, Udemy, Stack Overflow, W3Schools, CSS Tricks",10,24,No,,,,,10,,"Within the next 6 months","Coding Tutorials 360, DevTips, Engineered Truth, Google Developers, Derek Banas, freeCodeCamp","2017-03-09 04:04:30","2017-03-09 04:06:27",ea470cfdcf
f9a23c4ef426b55475af58b183d21191,22,male,,"United States of America","United States of America","more than 1 million",0,English,"some college credit, no degree",,"married or domestic partnership",0,,,,1,0,,1,5000,"Not working but looking for work",,,,,,,0,0,1,No,"  Mobile Developer, Back-End Web Developer, Information Security,   DevOps / SysAdmin","work for a medium-sized company",60000,"in an office with other developers",No,,"Stackoverflow and cplusplus.com",25,28,No,,,,,50,,"I'm already applying",,"2017-03-09 04:07:00","2017-03-09 04:11:46",38a1624649
c37fd3341108990d618d90cec9c44d32,31,male,,Jamaica,"United States of America","more than 1 million",1,English,"some college credit, no degree",,"married or domestic partnership",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,12000,"15 to 29 minutes",1,0,0,1,No,"Back-End Web Developer,   User Experience Designer,   Front-End Web Developer","work for a startup",50000,"in an office with other developers",No,"Meetup.com events, freeCodeCamp study groups, hackathons","W3Schools, Treehouse, Udacity, Udemy, freeCodeCamp, Skillcrush, Mozilla Developer Network (MDN), Stack Overflow, The Odin Project, Codecademy, Coursera, Youtube",21,14,No,,,,,5000,"Code Newbie","Within 7 to 12 months","freeCodeCamp, LevelUpTuts, Coding Tutorials 360, DevTips","2017-03-09 04:12:46","2017-03-09 04:15:19",e70a9be291
8b015b871d8794b667c811318cc722b8,23,male,,India,India,"between 100,000 and 1 million",0,Hindi,"bachelor's degree","Computer Programming","single, never married",1,0,,0,1,0,,0,,"Employed for wages",,"software development and IT",,1466,"More than 60 minutes",0,0,0,0,Yes,,,,,,hackathons,"CSS Tricks, W3Schools, Stack Overflow, Mozilla Developer Network (MDN)",20,21,No,,,,,0,,,"The New Boston, MIT Open Courseware, freeCodeCamp, CodeCourse, Google Developers","2017-03-09 04:13:13","2017-03-09 04:16:00",d357ea51c6
98ac4f04c6fa0ab0f3434f263d52e6fe,22,male,,"United States of America","United States of America","less than 100,000",0,English,"associate's degree","IT Services Administration","married or domestic partnership",1,1,2,0,1,0,,1,25000,"Employed for wages",,"health care",,35000,"Less than 15 minutes",1,0,0,1,No,"Full-Stack Web Developer,   User Experience Designer,   Front-End Web Developer, Back-End Web Developer","work for a medium-sized company",50000,"no preference",Yes,"freeCodeCamp study groups","Codecademy, Stack Overflow, Pluralsight / Code School, CSS Tricks, W3Schools, Skillcrush, Mozilla Developer Network (MDN), Udacity, Treehouse, Udemy, freeCodeCamp",14,6,No,,,,,100,"Shop Talk Show, Learn to code with me podcast","Within the next 6 months","Computerphile, freeCodeCamp, DevTips","2017-03-09 04:14:21","2017-03-09 04:16:23",975178c0f9
92780aa697a37964eec0dd56e6436e1e,48,male,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree","Electrical Engineering","married or domestic partnership",0,,,,1,1,199000,0,,"Employed for wages",,"arts, entertainment, sports, or media",,55000,"15 to 29 minutes",0,0,0,1,No,"  Front-End Web Developer, Back-End Web Developer,   User Experience Designer, Full-Stack Web Developer","work for a medium-sized company",60000,"no preference",,,"Stack Overflow, Mozilla Developer Network (MDN), Udemy, freeCodeCamp",20,3,No,,,,,150,,"more than 12 months from now","Coding Train (Coding Rainbow), Coding Tutorials 360","2017-03-09 04:14:05","2017-03-09 04:16:50",0768fd1a48
deeba76e96452d79d48d6250bcbce180,45,male,,"United States of America","United States of America","less than 100,000",0,English,"bachelor's degree","Computer Networking","married or domestic partnership",1,0,,1,1,0,,0,,"Unable to work",,,,,,,1,1,1,No,,"freelance ",,,,,"HackerRank, freeCodeCamp, Code Wars, W3Schools, Khan Academy, Lynda.com, Udemy",15,3,No,,,,,0,"Code Newbie",,"Engineered Truth, Coding Tutorials 360, freeCodeCamp","2017-03-09 04:14:00","2017-03-09 04:16:53",7c8bea8e76
5459c71fb4bcd9e268fcd09afab7627b,32,male,,Pakistan,"United States of America","between 100,000 and 1 million",0,Urdu,"bachelor's degree",Marketing,"married or domestic partnership",1,1,2,0,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,,"start your own business",,,,,"Codecademy, freeCodeCamp",40,1,No,,,,,300,,,,"2017-03-09 04:14:49","2017-03-09 04:16:57",eb2daf830d
07bb009ac1ae06dab699474140815e25,25,male,,Philippines,Philippines,"more than 1 million",0,Tagalog,"bachelor's degree","Information Systems","single, never married",1,0,,1,0,,,,,"Employed for wages",,"software development and IT",,8000,"More than 60 minutes",0,0,0,0,No,,"freelance ",,,,"hackathons, conferences","Udacity, Khan Academy, W3Schools, Stack Overflow, Coursera",2,36,No,,,,,,,,,"2017-03-09 04:15:04","2017-03-09 04:17:59",3b5b1b7441
5274876d461c231232fa10d840505259,33,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"some college credit, no degree",,"married or domestic partnership",0,,,,1,1,120000,1,60000,"Employed for wages",,"health care",,40000,"15 to 29 minutes",1,0,0,1,No,,"freelance ",,,,,"freeCodeCamp, Coursera, Mozilla Developer Network (MDN), Stack Overflow, CSS Tricks, EdX, W3Schools, Codecademy",16,3,No,,,,,0,"Software Engineering Radio, Programming Throwdown",,"MIT Open Courseware, Google Developers, Engineered Truth, freeCodeCamp, Coding Train (Coding Rainbow), Computerphile","2017-03-09 04:27:16","2017-03-09 04:29:31",9ac950f0c4
47e217eecc7f6944d67cae3c34d97c6f,25,male,,"New Zealand","New Zealand","between 100,000 and 1 million",0,English,"bachelor's degree","Design and Visual Communications","single, never married",0,,,,1,0,,1,40000,"Employed for wages",,,"Customer Service",10000,"Less than 15 minutes",0,0,0,1,No,,"start your own business",,,,"Meetup.com events","EdX, Khan Academy, Stack Overflow, MIT Open Coursware",10,52,No,,,,,0,,,"Computerphile, MIT Open Courseware","2017-03-09 04:27:32","2017-03-09 04:30:31",f6399cf6b1
deb3ae162875da288110cbdc3bb87a49,19,male,,"United States of America",India,"more than 1 million",1,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,,Volunteer,,,,,,0,0,0,No,,"freelance ",,,,,"Codecademy, Mozilla Developer Network (MDN), Coursera, freeCodeCamp, W3Schools, Stack Overflow",10,5,No,,,,,0,,,,"2017-03-09 04:29:36","2017-03-09 04:30:45",935d33158a
95b629fab6bd814665733648b150b31a,20,male,,India,India,"more than 1 million",0,Gujarati,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,"Data Engineer,   Mobile Developer,   Data Scientist","work for a startup",50000,"in an office with other developers",Yes,"workshops, hackathons","Codecademy, Lynda.com, freeCodeCamp, Khan Academy, HackerRank, Udacity, Stack Overflow, Coursera, CSS Tricks",14,36,No,,,,,2000,"Talk Python To Me","Within 7 to 12 months","The New Boston, MIT Open Courseware, Coding Train (Coding Rainbow), Google Developers, Derek Banas, Computerphile","2017-03-09 04:30:04","2017-03-09 04:32:05",c5a1903ef1
8e6732463829593fa83d92dd20679a55,27,male,,Syria,Turkey,"more than 1 million",1,Arabic,"bachelor's degree","Computer Science","married or domestic partnership",1,1,1,0,0,,,,,"Employed for wages",,"software development and IT",,16800,"15 to 29 minutes",0,0,0,1,Yes,,,,,,None,"Egghead.io, CSS Tricks, Mozilla Developer Network (MDN), Treehouse, Pluralsight / Code School, freeCodeCamp, Stack Overflow",6,96,No,,,,,0,"JavaScript Air, The Changelog",,"freeCodeCamp, LearnCode.Academy","2017-03-09 04:31:20","2017-03-09 04:34:25",bce14f3173
02868ea51c0981dc2f102a71a02f6a06,33,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"trade, technical, or vocational training",,"married or domestic partnership",1,1,2,0,1,0,,0,,"Employed for wages",,"software development and IT",,60000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events","CSS Tricks, Mozilla Developer Network (MDN), Stack Overflow, Egghead.io, codepen",4,17,Yes,"The Iron Yard",Yes,Yes,Yes,12000,nashdev,,"Google Developers, funfunfunction","2017-03-09 04:40:05","2017-03-09 04:42:08",60403993b6
d2fe34b9213df5f391db2de5a2b250b7,30,male,,Canada,Canada,"more than 1 million",1,Korean,"bachelor's degree",Economics,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,70000,"45 to 60 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events, workshops, weekend bootcamps, Startup Weekend, hackathons","Egghead.io, Coursera, freeCodeCamp, Codecademy, W3Schools, Udemy, CSS Tricks, Mozilla Developer Network (MDN), EdX, Udacity, Treehouse, Stack Overflow",10,48,Yes,BrainStation,Yes,No,Yes,10000,,,"Google Developers, Computerphile, Mozilla Hacks, freeCodeCamp, funfunfunction","2017-03-09 04:42:04","2017-03-09 04:43:42",a08918be48
a69c958e87fc13370fcb64cc604a8ab8,24,male,,India,India,"more than 1 million",0,Hindi,"bachelor's degree","Computer Science","single, never married",1,0,,0,1,1,14831,1,6002,"Employed for wages",,finance,,4400,"Less than 15 minutes",1,0,0,0,Yes,,,,,,hackathons,"HackerRank, Stack Overflow, Treehouse, freeCodeCamp, Mozilla Developer Network (MDN), W3Schools, Codechef",20,50,No,,,,,0,,,"Google Developers","2017-03-09 04:41:55","2017-03-09 04:46:56",dd479816df
230d1dd2eeffc572a70989445f1fe1c6,30,male,,India,India,"between 100,000 and 1 million",0,Tamil,"bachelor's degree","Information Technology","single, never married",1,0,,0,1,1,,0,,"Employed for wages",,"software development and IT",,,"30 to 44 minutes",0,0,0,0,Yes,,,,,,,"Mozilla Developer Network (MDN), freeCodeCamp, Egghead.io",20,,No,,,,,,,,"LearnCode.Academy, Coding Tutorials 360, funfunfunction, DevTips, MIT Open Courseware, Coding Train (Coding Rainbow)","2017-03-09 04:45:49","2017-03-09 04:47:59",b68b676e0e
354f7bf6a4e260b265d7760162c01132,37,male,,"United States of America","United States of America","more than 1 million",0,English,"associate's degree","Information Technology","married or domestic partnership",1,1,2,0,1,0,,0,,"Employed for wages",,"software development and IT",,75000,"30 to 44 minutes",1,1,1,1,No,"Full-Stack Web Developer,   User Experience Designer,   Front-End Web Developer","work for a startup",65000,"no preference",Yes,"Meetup.com events","Stack Overflow, CSS Tricks, freeCodeCamp, W3Schools, Codecademy, Mozilla Developer Network (MDN)",5,8,No,,,,,100,"JavaScript Jabber","Within the next 6 months","MIT Open Courseware, Derek Banas, LearnCode.Academy, freeCodeCamp, The New Boston","2017-03-09 04:47:09","2017-03-09 04:50:47",a632385a33
eb8d65f45193c88c97a13926b49b8a55,21,male,,Ukraine,Ukraine,"more than 1 million",1,Ukrainian,"associate's degree","Computational and Applied Mathematics","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,7200,"45 to 60 minutes",1,0,0,1,Yes,,,,,,"hackathons, Google Developer Groups","Mozilla Developer Network (MDN), Stack Overflow, W3Schools",,40,No,,,,,0,"I didn't",,"Google Developers","2017-03-09 04:47:48","2017-03-09 04:51:14",49c3c6be45
424217b1a9378d1955d8ef40567474c2,26,male,,India,India,"more than 1 million",0,Hindi,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,2500,"Less than 15 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events","HackerRank, Codecademy, freeCodeCamp, Stack Overflow, Mozilla Developer Network (MDN)",15,24,No,,,,,0,"The Web Ahead",,"Google Developers, Simplilearn, freeCodeCamp","2017-03-09 04:45:32","2017-03-09 04:51:39",f7b655d9a7
15b9fe3d4b63a1667340f98abb4236be,24,male,,Canada,Canada,"between 100,000 and 1 million",0,French,,,,,,,,0,,,,,"Not working and not looking for work",,,,,,,0,,0,No,,"start your own business",,,,,"Stack Overflow, freeCodeCamp",,36,No,,,,,20,"Code Newbie, CodePen Radio",,freeCodeCamp,"2017-03-09 04:50:53","2017-03-09 04:52:29",3ba9314c4b
2d2e75d998e1d16a4ac8b56c7c53351a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-03-09 04:53:00","2017-03-09 04:53:04",3ba9314c4b
11c6f90bff221b0866c992d473e992e5,21,male,,Israel,Israel,"between 100,000 and 1 million",0,Russian,"some college credit, no degree",,"single, never married",0,,,,0,,,,,Military,,,,,,,1,0,1,Yes,,,,,,"Meetup.com events, hackathons, weekend bootcamps",freeCodeCamp,5,36,No,,,,,0,,,,"2017-03-09 04:52:11","2017-03-09 04:53:58",e3e5ab1f33
c57a4c09dbb835006f4f01f580a61067,25,male,,India,India,"more than 1 million",1,Gujarati,"bachelor's degree","Information Technology","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,6000,"45 to 60 minutes",0,0,1,0,Yes,,,,,,"Meetup.com events","Stack Overflow, Pluralsight / Code School, Udemy, Treehouse, Codecademy, Code Wars, freeCodeCamp, Mozilla Developer Network (MDN), Udacity, W3Schools",26,18,No,,,,,400,,,"The New Boston, freeCodeCamp","2017-03-09 04:52:25","2017-03-09 04:55:24",14f5fb81b7
c942cd3ea619c8ab51fa5f8125b9f5f5,26,male,,India,India,"more than 1 million",0,Marathi,"bachelor's degree","Computer Science","single, never married",1,0,,1,1,0,,0,,"Employed for wages",,"software development and IT",,13000,"Less than 15 minutes",1,0,0,1,Yes,,,,,,"Meetup.com events, NodeSchool, hackathons, conferences, freeCodeCamp study groups, RailsBridge","Stack Overflow, Udemy, Mozilla Developer Network (MDN), CSS Tricks, freeCodeCamp, W3Schools, Lynda.com, Code Wars, Pluralsight / Code School",2,48,No,,,,,500,"JavaScript Air, JavaScript Jabber, Software Engineering Radio, Software Engineering Daily",,"DevTips, Mozilla Hacks, freeCodeCamp, funfunfunction","2017-03-09 04:49:14","2017-03-09 04:56:54",bbf5a6a090
cd7403f9bc337c60f889c092e984c80a,43,male,,Germany,Germany,"between 100,000 and 1 million",0,German,,,"married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"arts, entertainment, sports, or media",,39000,"15 to 29 minutes",0,1,0,1,No,,"freelance ",,,,,"freeCodeCamp, Coursera, Udacity, Mozilla Developer Network (MDN)",7,3,No,,,,,0,,,"DevTips, freeCodeCamp","2017-03-09 05:00:42","2017-03-09 05:05:53",f84288fb1c
49282239350420aa53c19afe3ae891b1,26,male,,India,India,"between 100,000 and 1 million",1,Kannada,"bachelor's degree","Computer Science","single, never married",1,0,,0,0,,,,,"Employed for wages",,"software development and IT",,1500,"15 to 29 minutes",0,0,0,1,Yes,,,,,,"workshops, Meetup.com events, conferences","Stack Overflow, Codecademy, freeCodeCamp, Coursera, Mozilla Developer Network (MDN), The Odin Project",15,30,No,,,,,99,"Ruby Rogues",,"freeCodeCamp, MIT Open Courseware","2017-03-09 05:03:05","2017-03-09 05:06:22",371dfa75cb
